,Unnamed: 0.1,Unnamed: 0,Зарын гарчиг,Нийт үнэ 0,Огноо,Цаг,Зарын дугаар,Утасны дугаар,Өрөө,Дүүрэгт байршил,Тайлбар,url,Шал:,Тагт:,Ашиглалтад орсон огноо,Гараж:,Цонх:,Барилгын давхар,Хаалга:,М2 0,Байрны давхар,Лизингээр авах боломж,Цонхны тоо,Барилгын явц:,ad_page,ad_order,Код:,Байршил 2,mylocation,Хотхоны ID,Хотхоны нэр,Дэд байршил,Lat,Long,Дүүрэг,Байршил,Хороо,Нийт үнэ,М2,М2 үнэ
485,485,0,Улаанбаатар их сургуулийн баруун талд 50м2 3 өрөө байр,"160 сая ₮
үнэ тохирно",2024-03-11,11:23,8101283,,3 өрөө,"УБ — Баянзүрх, 16-р хороолол","
1. Төлбөрийн нөхцөл: Бэлэн мөнгөнд

2. Тавилгатай эсэх: Тавилгагүй

3. Байршил болон ойр газар: Халдварт, Баянзүрх их дэлгүүр, Sunday худалдааны төв

4. Цонхны байрлал: Урагшаа-4

5. Автобус болон таксины зогсоолын зай: 150м

6. Нэмэлт мэдээлэл: Ил зогсоол сайтай

- Өвөлдөө маш дулаахан, зундаа агаар сэлгэлт сайтай.

- Өндөр тааз бүхий саруулхан өрөөнүүд

-Төвийн шугамд бүрэн холбогдсон

- Төв замаас 100м

- Байрны ойр орчимдоо улсын сургууль, улсын цэцэрлэг нь маш ойрхон байрлалтай

- Орчны тохижилт сайтай цэвэр агаартай",https://www.unegui.mn/adv/8101283_ulaanbaatar-ikh-surguuliin-baruun-tald-50m2-3-oroo-bair/,Паркет,1 тагттай,1992,Байхгүй,Вакум,5,Мод,50.0 м²,1,Лизинггүй,4,Ашиглалтад орсон,17.0,1.0,,,Цайз,,,,,,Баянзүрх,16-р хороолол,,160.0,50.0,3.2
486,486,1,10 хороолол түвшин өргөө хотхонд 3 өрөө байр 67м2,195 сая ₮,2024-03-11,11:23,8077687,,3 өрөө,"УБ — Баянгол, 10-р хороолол","
📌БГД 𝟒-р хороо Түвшин өргөө хотхонд 𝟔𝟕.𝟎𝟓м𝟐 𝟑 өрөө орон сууц худалдана.

- Байршил 𝟏𝟎р хороололын автобусны буудлын баруун урд 𝐆𝐨𝐥𝐝𝐞𝐧 𝐩𝐚𝐫𝐤-ийн баруун талд
- 𝟏𝟐/𝟏𝟏 давхарт
- Урагшаа баруун харсан
- 𝟐 тагт, 𝟏ацө-тэй
- Үнэ: м𝟐-𝟐.𝟗сая /нийт 𝟏𝟗𝟓сая/",https://www.unegui.mn/adv/8077687_10-khoroolol-tuvshin-orgoo-khotkhond-3-oroo-bair-khudaldana/,Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,67.0 м²,11,Лизинггүй,4,Ашиглалтад орсон,17.0,2.0,,,10-р хороолол,,,,,,Баянгол,10-р хороолол,,195.0,67.0,2.91044776119403
487,487,2,Emerald residence хотхон 3 өрөө байр 112мкв,487 сая ₮,2024-03-11,11:23,7906745,,3 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
Emerald residence хотхонд 112мкв гал тогоо тусдаа 3 өрөө байр худалдана.
- 16/6 давхарт
- Урагшаа болон хойшол харсан цонхтой
- 503 байр
- 1 дулаан зогсоол/ үнэ тусдаа/
Мкв үнэ: 4,350,000",https://www.unegui.mn/adv/7906745_emerald-residence-khotkhon-3-oroo-bair-khudaldana/,Паркет,1 тагттай,2015,Байгаа,Вакум,16,Бүргэд,112.0 м²,6,Лизинггүй,4,Ашиглалтад орсон,17.0,3.0,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,487.0,112.0,4.348214285714286
488,488,57,5 шард 3 өрөө,142 сая ₮,2024-03-11,11:25,8110578,,3 өрөө,"УБ — Сонгинохайрхан, 5 шар","
5 шард Драгон худалдааны төвийн хажууд маш зөв зохион байгуулалттай сайхан энергитэй нэг л айл амьдарч байгаа цэвэрхэн саруулхан давхартаа цөөн айлтай хөрш сайтай байр зарна",https://www.unegui.mn/adv/8110578_zov-zokhion-baiguulalttai-ashigtai-talbaitai-oron-suuts-khudaldana/,Паркет,Тагтгүй,2015,Байгаа,Вакум,16,Бүргэд,54.0 м²,8,Лизинггүй,4,Ашиглалтад орсон,16.0,58.0,,,5 шар,,,,,,Сонгинохайрхан,5 шар,,142.0,54.0,2.6296296296296298
489,489,58,Sky garden хотхонд 4 өрөө 159м2 байр,1.35 Тэрбум ₮,2024-03-11,11:25,7853792,,4 өрөө,"УБ — Хан-Уул, Зайсан","
#Sky_Garden_residence 4 өрөө байр худалдана
159 мкв| 5 давхарт | Баруун зүүн урагшаа харсан харууцтай
- 3 унтлагын өрөө
- 3 ариун цэврийн өрөө
- Зочны өрөө том саруулхан
- Харууц гоё
- Дулаан зогсоол 80 сая /тусдаа үнэтэй/",https://www.unegui.mn/adv/7853792_sky-garden-khotkhond-4-oroo-bair-khudaldana/,Паркет,1 тагттай,2023,Байгаа,Вакум,25,Бүргэд,159.0 м²,5,Лизинггүй,8,Ашиглалтад орсон,16.0,59.0,,,Зайсан,,,,,,Хан-Уул,Зайсан,,1350.0,159.0,8.49056603773585
490,490,16,Selbe apartment 122mkv oron suuts,"489 сая ₮
үнэ тохирно",2024-03-11,11:26,8061119,,3 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 1","
📍БЗД 1-р хороо, Сэлбэ апартментд 122мкв 3 өрөө байр худалдана.
🍀 2/16 давхард
🍀 Мастер унтлагын өрөөтэй
🍀 Урд нь хүн амьдарч байгаагүй шинэ байр
🍀 4 өрөө болгох боломжтой
🍀 Үйлчилгээний талбай болон оффисоор ашиглаж болно
🍀 1 давхартаа Номин их дэлгүүр, бүх төрлийн үйлчилгээ болон сургууль цэцэрлэгтэйгээ ойр.",https://www.unegui.mn/adv/8061119_selbe-apartment-122mkv-oron-suuts-hudaldana/,Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,122.0 м²,2,Лизинггүй,6,Ашиглалтад орсон,1.0,17.0,,,СЭЗИС,,,,,,Баянзүрх,Хороо 1,1,489.0,122.0,4.008196721311475
491,491,56,Натур худалдааны төвийн урд 94-р байранд 40мкв 1 өрөө байр,"125 сая ₮
үнэ тохирно",2024-03-11,11:27,8110589,,1 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
Натур худалдааны төвийн урд 94-р байранд 40мкв 1 өрөө байр зарна
- Гэрчилгээ бэлэн
- Урагшаа харсан 2 цонхтой
- 256-р цэцэрлэгийн хажууд
- 21-р сургуультай ойрхон
- СӨХ үйл ажиллагаа сайн
- Гаднаа 20 орчим машин зогсох
боломжтой автомат хаалттай зогсоолтой",https://www.unegui.mn/adv/8110589_natur-khudaldaany-toviin-urd-94-r-bairand-40mkv-1-oroo-bair/,Ламинат,Тагтгүй,2011,Байхгүй,Вакум,10,Бүргэд,40.0 м²,7,Лизинггүй,2,Ашиглалтад орсон,16.0,57.0,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,125.0,40.0,3.125
492,492,53,Академи 1 дээр 3 өрөө 70м2,400 сая ₮,2024-03-11,11:28,8110644,,3 өрөө,"УБ — Хан-Уул, Зайсан","
Академи-1 хотхонд 𝟕𝟎мкв 𝟑 өрөө худалдана
Үнэ: 𝟒𝟎𝟎сая₮

𝟐𝟓/𝟐𝟓 давхарт",https://www.unegui.mn/adv/8110644_akademi-1-deer-3-oroo-khudaldana/,Паркет,1 тагттай,2021,Байхгүй,Вакум,25,Бүргэд,70.0 м²,25,Лизинггүй,3,Ашиглалтад орсон,16.0,54.0,,,Зайсан,,,,,,Хан-Уул,Зайсан,,400.0,70.0,5.714285714285714
493,493,54,Дөлгөөн нуур 3өрөө 73.86м2,"250 сая ₮
үнэ тохирно",2024-03-11,11:28,8110650,,3 өрөө,"УБ — Сүхбаатар, Дөлгөөн нуур","
>Дөлгөөн нуур Их тойруу худалдааны
төвийн урд Green lake хотхонд 3өрөө
байрыг яаралтай зарна

>Дулаахан цэвэрхэн, харууц сайтай,
цэлгэр

>Хотын төвд ашигтай байршилтай

>Зураг дээрх тавилгуудыг цуг өгнө

>Байрны гэрчилгээ бэлэн

>Цаг товлоод очоод үзээрэй",https://www.unegui.mn/adv/8110650_dolgoon-nuur-shine-3oroo/,Паркет,1 тагттай,2020,Байхгүй,Вакум,12,Бүргэд,73.86 м²,11,Лизинггүй,5,Ашиглалтад орсон,16.0,55.0,,,Дөлгөөн нуур,,,,,,Сүхбаатар,Дөлгөөн нуур,,250.0,73.86,3.3847820200379095
494,494,55,Хотын төвд цагаан хуарин хотхонд 2 өрөө байр 8м2,"130 сая ₮
үнэ тохирно",2024-03-11,11:28,8110651,,2 өрөө,УБ — Сүхбаатар,"
Хотын төвөөс 1,5 км зайтай, нарантуул захын зүүн хойно байрлах цэвэрхэн байрыг тавилгатай нь зарна.",https://www.unegui.mn/adv/8110651_khotyn-tovd-tsagaan-khuarin-khotkhond-2-oroo-bair-iaaraltai-zarna/,Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,38.0 м²,8,Лизинггүй,2,Ашиглалтад орсон,16.0,56.0,,,,,,,,,Сүхбаатар,,,130.0,38.0,3.4210526315789473
495,495,49,Middle river-д 41м2 2 өрөө байр,120 сая ₮,2024-03-11,11:29,8017772,,2 өрөө,"УБ — Баянгол, Алтай хотхон",,https://www.unegui.mn/adv/8017772_altai-khotkhony-khoino-middle-river-d-shine-41-1mkv-2-oroo-zarna/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,41.1 м²,6,Лизинггүй,3,Ашиглалтад орсон,16.0,50.0,,,Алтай хотхон,,,,,,Баянгол,Алтай хотхон,,120.0,41.1,2.9197080291970803
496,496,50,Яармагийн гүүр даваад фермерүүд захтай байранд 65мкв 3 өрөө,183 сая ₮,2024-03-11,11:29,7304863,,3 өрөө,"УБ — Хан-Уул, Яармаг",,https://www.unegui.mn/adv/7304863_iaarmagiin-guur-davaad-fermeruud-zakhtai-bairand-65mkv-3-oroo-khudaldana/,Паркет,1 тагттай,2016,Байхгүй,Вакум,16,Төмөр,65.12 м²,14,Банкны лизингтэй,3,Ашиглалтад орсон,16.0,51.0,,,Яармаг,,,,,,Хан-Уул,Яармаг,,183.0,65.12,2.81019656019656
497,497,51,Алтай хотхоны ард middle river хотхонд 65.2мкв 3 өрөө,195.6 сая ₮,2024-03-11,11:29,8075142,,3 өрөө,"УБ — Баянгол, Алтай хотхон",,https://www.unegui.mn/adv/8075142_altai-khotkhony-ard-middle-river-khotkhond-shine-65-2mkv-3-oroo-khudaldana/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Төмөр,65.2 м²,12,Банкны лизингтэй,3,Ашиглалтад орсон,16.0,52.0,,,Алтай хотхон,,,,,,Баянгол,Алтай хотхон,,195.6,65.2,3.0
498,498,52,"Нарны гүүрны урд 18 сургууль,алтай хотхоны урд, соёл wellness ард 3 өрөө 94.55мк","274 сая ₮
үнэ тохирно",2024-03-11,11:29,7969829,,3 өрөө,"УБ — Хан-Уул, 19-р хороолол","
19 хороолол
Soyol welness ард
18р сургуулийн баруун талд
Технологийн дээд сургууль зүүн талд
94.55мкв
3өрөө байр
Гал тогооны тавилга үүдний шкаф дагалдана
2 балконтой 2 ариун цэврийн өрөөтэй
Шууд нүүж ороход бэлэн байр
Хан уул дүүрэг таван богдод ойр
Зогсоол сайтай
Алтай Хотхоны Замын Урд",https://www.unegui.mn/adv/7969829_19khoroolol-soiol-wellness-ard-3oroo-94-55mkv-bair/,Паркет,2 тагттай,2015,Байхгүй,Вакум,12,Төмөр вакум,94.55 м²,2,Лизинггүй,5,Ашиглалтад орсон,16.0,53.0,,,19-р хороолол,,,,,,Хан-Уул,19-р хороолол,,274.0,94.55,2.8979375991538867
499,499,15,"𝐓𝐈𝐌𝐄 𝐒𝐐𝐔𝐀𝐑𝐄 хотхонд 𝟏𝟔𝟓,𝟏 мкв 𝟓 өрөө","1.08 Тэрбум ₮
үнэ тохирно",2024-03-11,11:29,8043624,,5+ өрөө,"УБ — Хан-Уул, Зайсан","
Зайсан, 𝐓𝐈𝐌𝐄 𝐒𝐐𝐔𝐀𝐑𝐄 хотхонд 𝟏𝟔𝟓,𝟏 мкв 𝟓 өрөөг худалдана.

Үнэ. 𝟏.𝟎𝟖𝟎.𝟎𝟎𝟎.𝟎𝟎𝟎 -с ярина. Гараж тусдаа 𝟓𝟎 сая

▪️𝟏𝟏/𝟕 давхарт
▪️𝟑 унтлага
▪️𝟐 АУӨ
▪️𝟏 ажлын өрөө
▪️𝟏 угаалгын тусдаа өрөөтэй
▪️ Том өрөө, гал тогоо, мастер унтлагын өрөөнүүд нь урд зүгрүү харсан том цонхтой, 𝟐 жижиг унтлагын өрөө, ажлын өрөө нь хойшоо хотхонруугаа харсан нийт 𝟔 цонхтой
▪️𝟐 Ариун цэврийн өрөөтэй
▪️засвар хийх шаардлагагүй маш цэвэрхэн
Ашиглалтанд орсноосоо хойш 𝟏 айл амьдарсан цэвэрхэн байр.
▪️Гал тогооны тавилга үнэгүй дагалдана.

Богд хан уулын үзэсгэлэнт байгаль Эзэн богд Чингис хааны хөрөг, Туул голын байгалийн сайхныг нэг дор харах боломжтой хамгийн сайхан үзэгдэх орчинтой.

Хотхоны онцлог:
𝐓𝐢𝐦𝐞 𝐬𝐪𝐮𝐚𝐫𝐞 хотхон нь Богд хаан уулын бэл, Хатан туул голын хөвөөнд нийт 𝟒,𝟖 га талбайг хамран баригдсан ба Ривер гарден төслийн үргэлжлэл ба нэгдсэн төлөвлөлт бүхий 𝐍𝐂𝐃 группын бүтээн байгуулалт юм.
✅Тайм скүэр, Ривер гарден хотхон нь хотхоныхоо урдуур нийт 𝟐км гүйлтийн замтайгаас гадна хотхондоо дараах төрлийн спорт талбайтай
⛳️Хөл бөмбөгийн талбай
Сагсан бөмбөгийн талбай
Элсний волейболын талбай
Хүүхдийн нас насанд тохирсон тоглоомын талбайтай

✅Хувийн бага сургууль, цэцэрлэг яг байрныхаа хажууд байрладаг.",https://www.unegui.mn/adv/8043624_zaisan-time-square-khotkhond-165-1-mkv-5-oroog-khudaldana/,Паркет,1 тагттай,2020,Байгаа,Вакум,11,Бүргэд,165.0 м²,7,Лизинггүй,5,Ашиглалтад орсон,1.0,16.0,,,Зайсан,,,,,,Хан-Уул,Зайсан,,1080.0,165.0,6.545454545454546
500,500,48,Royal castle хотхонд 5 өрөө байр 240мкв,"800 сая ₮
үнэ тохирно",2024-03-11,11:30,5850660,,5+ өрөө,"УБ — Баянзүрх, Сансар","
-Сансарын #emart -ын хойно #Royal_Castle хотхонд 240 мкв 5 өрөө байр худалдана.

-12/4 давхарт
-240 мкв | 2 а.ц өрөө | 2 тагттай
-Үндсэн болон туслах 2 гал тогоотой
-Баруун, хойшоо, зүүн харсан цонхтой

үнэ: 800сая₮
Гараж 2ш; -80сая


-E-mart
-Family medical center
-English School of Mongolia
-Сэлбэ сургууль, цэцэрлэгийн цогцолбор",https://www.unegui.mn/adv/5850660_khoroollyn-etsest-2oroo-bair-zarna/,Паркет,2 тагттай,2006,Байгаа,Вакум,12,Бүргэд,240.0 м²,1,Хувь лизингтэй,8,Ашиглалтад орсон,16.0,49.0,,,Сансар,,,,,,Баянзүрх,Сансар,,800.0,240.0,3.3333333333333335
501,501,45,11-р хороололд 60м2 3 өрөө байр,180 сая ₮,2024-03-11,11:31,8110675,,3 өрөө,"УБ — Сүхбаатар, 11-р хороолол","
☀️Бүх цонх нь баруун/наран талдаа харсан, бүрэн засвар хийгдсэн 60м2 талбайтай 3 өрөө байраа зарнаа. Хотын төвдөө маш ойр, Сүхбаатар дүүрэг, 11-р хороололд 2000 онд ашиглалтад орсон 13-р байр, 6-р давхарт байрладаг.",https://www.unegui.mn/adv/8110675_11-r-khoroolold-60m2-3-oroo-bair/,Паркет,1 тагттай,2000,Байхгүй,Вакум,6,Төмөр,60.0 м²,6,Лизинггүй,3,Ашиглалтад орсон,16.0,46.0,,,11-р хороолол,,,,,,Сүхбаатар,11-р хороолол,,180.0,60.0,3.0
502,502,46,Time square хотхонд 165 мкв 5 өрөө орон сууц,"1.09 Тэрбум ₮
үнэ тохирно",2024-03-11,11:31,8110743,,5+ өрөө,"УБ — Хан-Уул, River Garden","
Time square хотхонд голын эгнээнд
165 мкв 5 өрөө орон сууц

Худалдах үнэ : 1.090.000.000₮
Мкв үнэ : 6.600.000₮
Голомт Хас банкны зээл шийдвэрлэж өгнө.

🖇️11/8 давхарт, урагшаа, хойшоо харсан цонхтой

🖇️2 ариун цэврийн өрөө, тагттай

🖇️засвар хийх шаардлагагүй",https://www.unegui.mn/adv/8110743_time-square-khotkhond-165-mkv-5-oroo-oron-suuts-khudaldana/,Паркет,1 тагттай,2015,Байгаа,Төмөр вакум,11,Төмөр,165.0 м²,8,Лизинггүй,8,Ашиглалтад орсон,16.0,47.0,,,Маршал,,,,,,Хан-Уул,River Garden,,1090.0,165.0,6.606060606060606
503,503,47,Цэнгэлдэх хотхонд 4 өрөө байр 96м2,650 сая ₮,2024-03-11,11:31,7998006,,4 өрөө,"УБ — Хан-Уул, 120 мянгат","
Цэнгэлдэх хотхонд 4 өрөө байр зарна.
-95.71мкв/ 4 өрөө байр
-Баруун, зүүн харсан өндөр давхарт
-Доороо дулаан зогсоолтой-120сая (салгахгүй)",https://www.unegui.mn/adv/7998006_tsengeldekh-khotkhond-4-oroo-bair-zarna/,Паркет,2 тагттай,2021,Байгаа,Вакум,23,Төмөр,96.0 м²,18,Лизинггүй,5,Ашиглалтад орсон,16.0,48.0,,,120 мянгат,,,,,,Хан-Уул,120 мянгат,,650.0,96.0,6.770833333333333
504,504,44,"Бзд, өгөөмөр захын зүүн хойно нарт хотхонд 2 өрөө байр",140 сая ₮,2024-03-11,11:32,7518849,,2 өрөө,"УБ — Баянзүрх, Өгөөмөр захын зүүн","
БЗД, Өгөөмөр захын зүүн хойно Нарт-2 хотхонд 2 өрөө байр худалдана.
-Урагшаа харсан 2 цонхтой
-Амьдрах болон оффис, үйлчилгээ аль ч чиглэлээр ашиглаж болно
-м.кв нь 2,500,000төг
- Нийт 140сая-с",https://www.unegui.mn/adv/7518849_bzd-ogoomor-zakhyn-zuun-khoino-nart-khotkhond-2-oroo-bair-khudaldana/,Паркет,Тагтгүй,2018,Байхгүй,Вакум,13,Бүргэд,56.0 м²,1,Хувь лизингтэй,2,Ашиглалтад орсон,16.0,45.0,,,Өгөөмөр,,,,,,Баянзүрх,Өгөөмөр захын зүүн,,140.0,56.0,2.5
505,505,43,2 өрөө байр,270 сая ₮,2024-03-11,11:33,8110688,,2 өрөө,"УБ — Баянгол, Төмөр зам","
Төмөр замд Гранд плазагаас доошоо уруудаад сургууль, цэцэрлэг, автобусны буудалтай ойрхон, 2022 онд ашиглалтад орсон, доороо витнес болон сиви үйлчилгээний төвтэй, өвөлдөө дулаахан байр худалдана",https://www.unegui.mn/adv/8110688_2022-ond-ashiglaltand-orson-2-oroo-bair-zarna/,Паркет,1 тагттай,2022,Байхгүй,Вакум,12,Бүргэд,54.0 м²,4,Лизинггүй,2,Ашиглалтад орсон,16.0,44.0,,,Төмөр зам,,,,,,Баянгол,Төмөр зам,,270.0,54.0,5.0
506,506,40,Buynt-Оd hothon 44.58м2 bair,"3.28 сая ₮
үнэ тохирно",2024-03-11,11:35,7838319,,2 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 14",,https://www.unegui.mn/adv/7838319_buyntaod-hothon/,Паркет,1 тагттай,2023,Байгаа,Вакум,7,Бүргэд,44.58 м²,5,Хувь лизингтэй,2,Ашиглалтад орсон,16.0,41.0,,,Өгөөмөр,,,,,,Баянзүрх,Хороо 14,14,3.28,44.58,0.07357559443696725
507,507,41,Нисэхэд 2 өрөө 42.48м2 байр,106.2 сая ₮,2024-03-11,11:35,7279726,,2 өрөө,"УБ — Хан-Уул, Нисэх","
📍Нисэх Шүрт хотхонд
Удахгүй орох байранд 2өрөө 42,48мкв 106саяд худалдана
-Баруун харсан 3цонхтой

✨Улсын 290р цэцэрлэг,163р сургуультай
✨Худалдаа үйлчилгээний төвүүдтэй",https://www.unegui.mn/adv/7279726_nisekhed-2oroo/,Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Бүргэд,42.48 м²,11,Лизинггүй,3,Ашиглалтад ороогүй,16.0,42.0,,,Нисэх,,,,,,Хан-Уул,Нисэх,,106.2,42.48,2.5000000000000004
508,508,42,Яармаг new garden хотхонд 81м2 3 өрөө,"3.4 сая ₮
үнэ тохирно",2024-03-11,11:35,7971506,,3 өрөө,"УБ — Хан-Уул, Яармаг","
1.Төлбөрийн нөхцөл: Бэлэн мөнгөнд

2. Тавилгатай эсэх: Гал тогооны тавилга болон үүдний өрөөний шкафтай.

3. Байршил болон ойр газар: Belmonte luxury residence, Богд вилла хотхон, Хүннү молл, Арцат apartment.

4. Цонхны байрлал: Урагшаа харсан 2, Зүүн харсан 1, Хойшоо харсан 2.

5. Автобус болон таксины зогсоолын зай: 100м

6.Өрөөний зохион байгуулалт: Зочны өрөө гал тогоо -1, мастер унтлагын өрөө-1, хүүхдийн өрөө-1, ариун цэврийн өрөө-2

7. Нэмэлт мэдээлэл: Сургууль цэцэрлэг болон бүх үйлчилгээний төвүүдтэй ойр.",https://www.unegui.mn/adv/7971506_iaarmag-new-garden-khotkhond-81m2-3-oroo/,Паркет,1 тагттай,2022,Байхгүй,Вакум,13,Төмөр,81.0 м²,3,Банкны лизингтэй,5,Ашиглалтад орсон,16.0,43.0,,,Яармаг,,,,,,Хан-Уул,Яармаг,,3.4,81.0,0.04197530864197531
509,509,27,"Богд вилла хотхонд 108,3 мкв 𝟒 өрөө орон сууц",305 сая ₮,2024-03-11,11:36,7984930,,4 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 4","
ХУД 𝟒 хороо, ""Богд Вилла"" хотхонд 108,3 мкв 𝟒 өрөө орон сууц худалдана.
🔑 ҮНЭ: 1 мкв ~ 2,8 сая ₮ / 305 сая
- 𝟐𝟎𝟐𝟎 онд ашиглалтанд орсон
- Зүүн харсан цонхтой
- Гадна зогсоол сайтай
- Цэвэр агаартай
- 16 давхарын 15 давхарт",https://www.unegui.mn/adv/7984930_bogd-villa-khotkhond-108-3-mkv-4-oroo-oron-suuts/,Паркет,2 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,108.3 м²,15,Лизинггүй,4,Ашиглалтад орсон,16.0,28.0,,,Яармаг,,,,,,Хан-Уул,Хороо 4,4,305.0,108.3,2.816251154201293
510,510,28,Alpha zone апартмент-д 𝟏𝟑𝟒 мкв 𝟓 өрөө орон сууц 134.0 мкв,820 сая ₮,2024-03-11,11:36,8047306,,5+ өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 15","
📍ХУД, “𝐀𝐋𝐏𝐇𝐀 𝐙𝐎𝐍𝐄” бизнес зэрэглэлийн апартмент-д 𝟏𝟑𝟒 мкв 𝟓 өрөө бартерын орон сууц худалдана

🔑 ҮНЭ: 1 мкв ~ 6,120,000 сая ₮ / Нийт 820 сая ₮


- 𝟐𝟑 давхарын 𝟐𝟎 давхарт
- Зүүн ба хойшоо,урагшаа харсан цонхтой",https://www.unegui.mn/adv/8047306_alpha-zone-apartment-d-134-mkv-5-oroo-oron-suuts/,Паркет,2 тагттай,2024,Байхгүй,Вакум,23,Бүргэд,134.0 м²,20,Лизинггүй,6,Ашиглалтад орсон,16.0,29.0,,,Зайсан хойно,,,,,,Хан-Уул,Хороо 15,15,820.0,134.0,6.119402985074627
511,511,29,"Ану элчингийн зүүн талд дэнвэр хотхонд 95,7 мкв 3 өрөө орон сууц",340 сая ₮,2024-03-11,11:36,8028818,,3 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 1","
АНУ- Элчингийн зүүн талд Golden vill хотхоны дэргэд / Дэнвэр 85 байранд 95,7 мкв орон сууц худалдана

✅10/9давхарт
✅ Зүүн харсан 3 цонх
✅ 2 угаалгын өрөө
✅Мастер унтлагын өрөө
✅Харанхуй өрөө
✅Цэлгэр зочны өрөө

📌Худалдаа үйлчилгээний төв, төрийн байгууллагуудтай ойр

🔑 Үнэ : 340 сая",https://www.unegui.mn/adv/8028818_anu-elchingiin-zuun-tald-denver-85-bairand-95-7-mkv-3-oroo-oron-suuts/,Паркет,1 тагттай,2008,Байхгүй,Вакум,10,Бүргэд,95.7 м²,9,Лизинггүй,3,Ашиглалтад орсон,16.0,30.0,,,СЭЗИС,,,,,,Баянзүрх,Хороо 1,1,340.0,95.7,3.552769070010449
512,512,30,"𝐕ega city хотхонд 𝟖𝟒,𝟔 мкв 𝟑 өрөө орон сууц",617 сая ₮,2024-03-11,11:36,8029761,,3 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 15","
📍ХУД, 𝟏𝟓-р хороо, “𝐕𝐄𝐆𝐀 𝐂𝐈𝐓𝐘” хотхонд 𝟖𝟒,𝟔 мкв 𝟑 өрөө орон сууц худалдана

🔑 Үнэ: 1 мкв ~ 7,293,000 ₮ / нийт 𝟔𝟏𝟕 сая

- 15 давхарын 𝟏𝟐 давхарт
- Хойшоо харсан цонхтой
- Шинээр ашиглалтанд орсон
- Захиалгын гэрээ шилжүүлнэ",https://www.unegui.mn/adv/8029761_vega-city-khotkhond-84-6-mkv-3-oroo-oron-suuts/,Паркет,1 тагттай,2021,Байхгүй,Вакум,15,Бүргэд,84.6 м²,12,Лизинггүй,3,Ашиглалтад орсон,16.0,31.0,,,Зайсан хойно,,,,,,Хан-Уул,Хороо 15,15,617.0,84.6,7.293144208037826
513,513,31,"Хурд рапид хороолол 50,67 мкв 2 өрөө орон сууц",225 сая ₮,2024-03-11,11:36,8029782,,2 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 15","
ХУД 15 хороо Хурд Рапид Хороолол
- 50.67 мкв
- 2 өрөө
- 12/1 давхар, гадагшаа хаалга гаргасан, үйлчилгээ эрхлэх боломжтой
- Өмнө нь солонгос бараа, жимс ногооны дэлгүүр ажиллаж байсан

Үнэ: 225 сая

Гэрчилгээ бэлэн",https://www.unegui.mn/adv/8029782_khurd-rapid-khoroolol-50-67-mkv-2-oroo-oron-suuts/,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,50.67 м²,1,Лизинггүй,2,Ашиглалтад орсон,16.0,32.0,,,Зайсан хойно,,,,,,Хан-Уул,Хороо 15,15,225.0,50.67,4.440497335701599
514,514,32,"Зайсан сайн хотхон-д 65,99 мкв 3 өрөө орон сууц",264 сая ₮,2024-03-11,11:36,8030572,,3 өрөө,"УБ — Хан-Уул, Зайсан","
📍ХУД, ”Зайсан Сайн хотхон”-д 65,99 мкв 3 өрөө орон сууц худалдана
🔑 ҮНЭ: 1 мкв ~ 4 сая ₮ / 264 сая ₮

- Баруун болон урагшаа харсан цонхтой
- Гэрчилгээ бэлэн
- Хананд суурилуулсан тавилгууд үлдэнэ
- 5 давхарын 5 давхарт",https://www.unegui.mn/adv/8030572_zaisan-sain-khotkhon-d-65-99-mkv-3-oroo-oron-suuts-khudaldana/,Паркет,1 тагттай,2018,Байхгүй,Вакум,5,Бүргэд,65.99 м²,5,Лизинггүй,5,Ашиглалтад орсон,16.0,33.0,,,Зайсан,,,,,,Хан-Уул,Зайсан,,264.0,65.99,4.00060615244734
